"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","city"
"2560",2014-06-16,680000,4,2.75,2500,4950,2,"0","0","3",2500,NA,2010,"Redmond"
"2561",2014-06-16,332000,1,1,960,2640,1,"0","0","3",760,200,1908,"Seattle"
"2562",2014-06-16,902000,4,2.5,3030,8507,2,"0","0","3",3030,NA,2003,"Kirkland"
"2563",2014-06-16,5e+05,3,1.75,1540,10800,1,"0","0","5",770,770,1947,"Mercer Island"
"2564",2014-06-16,445000,3,1.75,1890,32340,1.5,"0","3","3",1890,NA,1976,"Vashon"
"2565",2014-06-16,825000,4,2.5,2810,9800,1,"0","0","4",1710,1100,1973,"Bellevue"
"2566",2014-06-16,1095000,4,4,3530,8400,2,"0","0","5",2630,900,1958,"Seattle"
"2567",2014-06-16,277000,3,1,1100,8536,1,"0","0","4",1100,NA,1957,"Seattle"
"2568",2014-06-16,545000,3,2.5,1940,9775,1,"0","2","3",1440,500,1975,"Kirkland"
"2569",2014-06-16,435000,3,2.5,2300,9521,2,"0","0","3",2300,NA,2003,"Duvall"
"2570",2014-06-16,638000,3,2.5,2110,3600,2,"0","0","3",2110,NA,2005,"Redmond"
"2571",2014-06-16,418000,4,1.5,1220,10580,1,"0","0","3",1220,NA,1965,"Bellevue"
"2572",2014-06-16,499000,3,1.75,1750,12325,1,"0","0","4",1470,280,1968,"Redmond"
"2573",2014-06-16,150000,3,1.5,1230,8056,1,"0","0","4",1230,NA,1949,"Burien"
"2574",2014-06-16,759950,3,2.5,3100,23790,2,"0","0","3",3100,NA,2002,"Sammamish"
"2575",2014-06-16,427000,3,2.5,1830,65340,1,"0","0","3",1520,310,1991,"North Bend"
"2576",2014-06-16,632500,5,2.5,2640,7096,2,"0","0","3",2640,NA,2003,"Redmond"
"2577",2014-06-16,660000,6,1.75,1840,2774,1,"0","0","3",1060,780,1900,"Seattle"
"2578",2014-06-16,862000,4,2.5,3190,14565,2,"0","0","3",3190,NA,1990,"Woodinville"
"2579",2014-06-16,524000,2,1,1120,2000,1.5,"0","0","3",1120,NA,1910,"Seattle"
"2580",2014-06-16,470000,3,1.5,1760,6723,1,"0","0","3",1160,600,1958,"Seattle"
"2581",2014-06-16,385000,3,2,1590,9912,2,"0","0","3",1590,NA,2000,"Vashon"
"2582",2014-06-16,575000,4,2.5,2120,9603,2,"0","0","3",2120,NA,1985,"Issaquah"
"2583",2014-06-16,220000,4,2.5,2240,9826,1,"0","0","4",1370,870,1988,"Federal Way"
"2584",2014-06-16,460000,2,1,890,2100,1,"0","0","4",760,130,1919,"Seattle"
"2585",2014-06-16,1712500,3,3.25,2940,5432,3,"0","3","4",2440,500,1978,"Seattle"
"2586",2014-06-16,175000,3,1.5,1220,7300,1,"0","0","3",1220,NA,1973,"Auburn"
"2587",2014-06-16,465000,3,2.25,2670,7500,1,"0","0","4",1640,1030,1966,"Burien"
"2588",2014-06-16,552000,3,1,1120,2300,1,"0","0","4",820,300,1912,"Seattle"
"2589",2014-06-16,565000,4,2.75,3130,139392,2,"0","0","4",3130,NA,1981,"Kent"
"2590",2014-06-16,518000,4,2.5,1740,7500,1,"0","0","4",1220,520,1976,"Redmond"
"2591",2014-06-16,899950,4,3.5,3290,5414,2,"0","1","3",2360,930,2006,"Kirkland"
"2592",2014-06-16,373000,3,1,1770,5720,1.5,"0","0","4",1140,630,1926,"Seattle"
"2593",2014-06-16,385000,4,2.5,2960,5054,2,"0","0","3",2960,NA,2006,"Maple Valley"
"2594",2014-06-16,245000,2,1,1200,4880,1,"0","0","3",980,220,1943,"Seattle"
"2595",2014-06-16,375000,4,2,2400,6000,2,"0","0","3",2400,NA,1913,"Bothell"
"2596",2014-06-16,699850,4,3.5,2690,6164,2,"0","0","3",2690,NA,2002,"Sammamish"
"2597",2014-06-16,450000,6,2.25,3550,11780,1,"0","0","4",2960,590,1948,"Seattle"
"2598",2014-06-16,455000,2,1.5,1310,12196,1.5,"0","0","3",1310,NA,1970,"Redmond"
"2599",2014-06-16,650000,4,2.75,2610,4160,3,"0","0","5",1910,700,1910,"Seattle"
"2600",2014-06-16,378000,5,2.5,2760,8015,1,"0","0","4",1600,1160,1960,"Seattle"
"2601",2014-06-16,220000,3,2,1410,7998,1,"0","0","4",1410,NA,1940,"Tukwila"
"2602",2014-06-16,285500,4,1.75,1960,7950,1,"0","0","4",1960,NA,1967,"Federal Way"
"2603",2014-06-16,340000,3,2.5,1212,1174,3,"0","0","3",1212,NA,2004,"Seattle"
"2604",2014-06-16,921000,4,1.5,2220,9496,1,"0","0","4",1490,730,1954,"Bellevue"
"2605",2014-06-16,375000,4,2.5,2040,109336,1.5,"0","0","4",2040,NA,1973,"Maple Valley"
"2606",2014-06-16,999000,4,2.75,2800,19168,2,"0","0","3",2800,NA,1992,"Sammamish"
"2607",2014-06-16,335000,3,1.5,2040,6000,1,"0","0","3",1340,700,1957,"Seattle"
"2608",2014-06-16,1920000,4,2.5,3070,34412,1,"0","3","4",2070,1000,1950,"Medina"
"2609",2014-06-16,385000,2,1,830,26329,1,"1","3","4",830,NA,1928,"Vashon"
"2610",2014-06-16,850000,4,3.5,4140,7089,2,"0","0","3",3160,980,2003,"Kirkland"
"2611",2014-06-16,429000,5,2.5,2340,4500,2,"0","0","3",2340,NA,2009,"Renton"
"2612",2014-06-16,523950,3,2.25,1420,1282,3,"0","0","3",1420,NA,2006,"Seattle"
"2613",2014-06-16,798800,3,2.75,2670,3738,1,"0","0","3",1720,950,2013,"Renton"
"2614",2014-06-16,284000,3,2.5,1880,6008,2,"0","0","3",1880,NA,2009,"Kent"
"2615",2014-06-16,852880,4,3.25,3450,6184,2,"0","0","3",3450,NA,2014,"Sammamish"
"2616",2014-06-16,320000,3,2.25,1200,1400,3,"0","0","3",1200,NA,2005,"Seattle"
"2617",2014-06-16,749995,4,3.25,3430,9870,2,"0","0","3",3430,NA,2014,"Bothell"
"2618",2014-06-16,468500,3,2.5,1350,1186,2,"0","0","3",1120,230,2007,"Seattle"
"2619",2014-06-16,492500,5,2.5,2570,9962,2,"0","0","3",2570,NA,2006,"Duvall"
"2620",2014-06-16,685000,4,3.5,2840,4637,3,"0","0","3",2840,NA,2008,"Seattle"
"2621",2014-06-16,542525,4,2.5,2650,5600,2,"0","0","3",2650,NA,2014,"Renton"
"2622",2014-06-16,435000,3,2,1980,2674,3,"0","0","3",1980,NA,2007,"Seattle"
"2623",2014-06-17,242000,3,1.75,1280,7524,1.5,"0","0","4",1280,NA,1988,"Kent"
"2624",2014-06-17,325000,4,2.5,2610,7091,2,"0","0","3",2610,NA,1987,"Federal Way"
"2625",2014-06-17,837700,5,2.75,3010,12611,2,"0","0","3",3010,NA,1994,"Redmond"
"2626",2014-06-17,210000,1,1,930,7129,1,"0","0","3",930,NA,1948,"Seattle"
"2627",2014-06-17,187500,3,1.5,1180,7000,1,"0","0","4",1180,NA,1977,"Federal Way"
"2628",2014-06-17,560000,5,1,1710,9100,1.5,"0","0","4",1320,390,1926,"Seattle"
"2629",2014-06-17,272000,3,2,1380,7476,1,"0","0","3",1380,NA,1989,"Auburn"
"2630",2014-06-17,235000,3,1.75,1190,7280,1,"0","0","4",1190,NA,1968,"Auburn"
"2631",2014-06-17,259000,3,2,1870,5909,1,"0","0","3",1270,600,1986,"Kent"
"2632",2014-06-17,866059,5,3.5,3130,4797,2,"0","0","3",2570,560,2014,"Bellevue"
"2633",2014-06-17,473000,2,1,900,5100,1,"0","0","4",900,NA,1909,"Seattle"
"2634",2014-06-17,405000,3,1.5,1880,7400,1,"0","0","3",1480,400,1968,"Lake Forest Park"
"2635",2014-06-17,870000,4,4.25,3010,4887,2,"0","3","4",1940,1070,1951,"Seattle"
"2636",2014-06-17,475000,3,2.25,2280,5750,1,"0","1","4",1150,1130,1985,"Seattle"
"2637",2014-06-17,499500,3,2.5,2970,21907,2,"0","0","3",2970,NA,1998,"Renton"
"2638",2014-06-17,386000,2,2.5,1620,3196,2,"0","0","3",1620,NA,2008,"Snoqualmie"
"2639",2014-06-17,458000,4,1.5,1550,3000,1.5,"0","0","3",1350,200,1918,"Seattle"
"2640",2014-06-17,550000,3,1.75,2240,78225,2,"0","0","5",2240,NA,1976,"Vashon"
"2641",2014-06-17,605500,3,2.5,2830,6536,2,"0","0","3",2830,NA,1989,"Woodinville"
"2642",2014-06-17,421000,3,2.5,2890,21780,2,"0","0","3",2890,NA,2000,"SeaTac"
"2643",2014-06-17,536000,4,2.25,1990,5948,2,"0","0","3",1990,NA,1991,"Issaquah"
"2644",2014-06-17,247200,3,1.75,1370,8719,1,"0","0","3",1370,NA,1982,"Covington"
"2645",2014-06-17,250000,2,1.5,1088,1360,2,"0","0","3",1088,NA,1983,"Kirkland"
"2646",2014-06-17,204950,4,1.75,1740,9344,1,"0","0","3",1180,560,1978,"Federal Way"
"2647",2014-06-17,430000,3,2,1730,9000,1,"0","0","3",1370,360,1978,"Issaquah"
"2648",2014-06-17,250000,4,2.5,1800,8100,2,"0","0","3",1800,NA,1998,"Maple Valley"
"2649",2014-06-17,260000,3,1.75,1440,12888,1,"0","2","3",1090,350,1958,"Tukwila"
"2650",2014-06-17,547000,4,1,1720,2800,1.5,"0","0","4",1200,520,1926,"Seattle"
"2651",2014-06-17,379900,5,3.5,2800,7350,2,"0","0","3",2800,NA,1995,"Seattle"
"2652",2014-06-17,738500,3,2.5,2300,6009,1,"0","0","3",2300,NA,2005,"Redmond"
"2653",2014-06-17,545000,4,2.25,2030,11585,1,"0","0","4",1590,440,1967,"Redmond"
"2654",2014-06-17,342000,2,1,740,6180,1,"0","0","3",740,NA,1948,"Seattle"
"2655",2014-06-17,NA,5,6.75,9640,13068,1,"1","4","3",4820,4820,1983,"Mercer Island"
"2656",2014-06-17,170000,4,1,1920,13787,1,"0","0","4",1220,700,1966,"SeaTac"
"2657",2014-06-17,616000,4,2.5,2490,12929,2,"0","0","3",2490,NA,1983,"Sammamish"
"2658",2014-06-17,640000,3,2,1380,4800,1,"0","0","3",1380,NA,1948,"Seattle"
"2659",2014-06-17,332000,3,2.5,1530,9406,1,"0","0","3",1270,260,1993,"Renton"
"2660",2014-06-17,1010000,3,3.25,2420,1923,2,"0","2","3",1840,580,2006,"Seattle"
"2661",2014-06-17,380000,4,2.5,2150,37647,2,"0","0","3",2150,NA,1991,"Kent"
"2662",2014-06-17,415000,4,2,1610,9600,1,"0","0","5",1610,NA,1967,"Newcastle"
"2663",2014-06-17,1008000,4,3.5,2650,3060,2,"0","0","3",2060,590,2001,"Seattle"
"2664",2014-06-17,669000,4,2.75,2700,35362,2,"0","0","5",2700,NA,1976,"Woodinville"
"2665",2014-06-17,260000,3,1.5,1270,20700,1,"0","0","2",1150,120,1948,"Lake Forest Park"
"2666",2014-06-17,854000,4,2.75,3150,38865,1,"0","0","3",2480,670,1986,"Redmond"
"2667",2014-06-17,605000,3,2.25,2010,10760,2,"0","0","3",2010,NA,1985,"Redmond"
"2668",2014-06-17,320000,3,1,860,5060,1.5,"0","0","3",860,NA,1927,"Seattle"
"2669",2014-06-17,229950,3,2,1410,7466,1,"0","0","3",1410,NA,1983,"Renton"
"2670",2014-06-17,255000,3,1.75,1700,7532,1,"0","0","3",1700,NA,1987,"Kent"
"2671",2014-06-17,1170000,4,2.5,2570,6251,2,"0","0","3",2570,NA,2000,"Bellevue"
"2672",2014-06-17,479000,2,2.25,1230,932,2,"0","0","3",1020,210,2004,"Seattle"
"2673",2014-06-17,1200000,4,3.5,4170,9748,2,"0","0","3",4170,NA,2004,"Newcastle"
"2674",2014-06-17,472000,3,2.5,1180,1262,3,"0","0","3",1180,NA,2010,"Seattle"
"2675",2014-06-17,198000,3,1.5,1430,7347,1,"0","0","3",820,610,1980,"Federal Way"
"2676",2014-06-17,440000,4,2,1450,8400,1.5,"0","0","4",1450,NA,1962,"Kirkland"
"2677",2014-06-17,506000,3,1.75,2180,7700,1,"0","0","3",1480,700,1961,"Shoreline"
"2678",2014-06-17,382500,4,2.5,2210,7079,2,"0","0","3",2210,NA,1993,"Kent"
"2679",2014-06-17,269500,2,1.5,1480,7276,1,"0","0","4",940,540,1978,"Renton"
"2680",2014-06-17,560000,3,2,2340,3477,1,"0","1","5",1170,1170,1971,"Seattle"
"2681",2014-06-17,840000,4,3.5,3860,18334,2,"0","0","3",3120,740,1996,"Woodinville"
"2682",2014-06-17,479500,3,2.75,2300,4637,2,"0","0","3",2300,NA,2008,"Snoqualmie"
"2683",2014-06-17,402000,3,1.5,1450,7375,1,"0","0","3",1010,440,1968,"Kirkland"
"2684",2014-06-17,549000,2,2.5,1380,953,3,"0","0","3",1380,NA,2006,"Seattle"
"2685",2014-06-17,449950,4,2.5,2470,3811,2,"0","0","3",2470,NA,1999,"Snoqualmie"
"2686",2014-06-17,493000,4,1.75,2030,18295,1.5,"0","0","4",2030,NA,1975,"Kirkland"
"2687",2014-06-17,142500,4,0.75,1440,13300,1,"0","0","3",1440,NA,1948,"Burien"
"2688",2014-06-17,250000,3,1.75,1160,6134,1,"0","0","3",1160,NA,1998,"Auburn"
"2689",2014-06-17,729000,3,1,1580,3840,2,"0","0","3",1580,NA,1908,"Seattle"
"2690",2014-06-17,465000,2,2.75,1430,1425,2,"0","0","3",995,435,2006,"Seattle"
"2691",2014-06-17,465000,2,2,1494,19271,2,"1","4","3",1494,NA,1943,"Vashon"
"2692",2014-06-17,280000,4,2.25,1930,7207,1,"0","0","4",1360,570,1988,"Kent"
"2693",2014-06-17,675000,6,1.75,2740,6360,1,"0","3","3",1370,1370,1953,"Seattle"
"2694",2014-06-17,667500,3,2,1880,3800,1,"0","0","5",1030,850,1927,"Seattle"
"2695",2014-06-17,809000,3,2.5,2590,7720,2,"0","0","3",2590,NA,1988,"Bellevue"
"2696",2014-06-17,4e+05,3,2.25,2140,11266,2,"0","0","3",2140,NA,1986,"Duvall"
"2697",2014-06-17,310000,4,2,1870,6000,1.5,"0","0","3",1870,NA,1956,"Seattle"
"2698",2014-06-17,435000,2,1,1230,3800,1,"0","0","3",1230,NA,1928,"Seattle"
"2699",2014-06-17,465950,4,2.5,2340,6896,2,"0","0","3",2340,NA,2001,"Renton"
"2700",2014-06-17,1538000,3,2.25,2880,7599,1,"0","2","3",1710,1170,1958,"Kirkland"
"2701",2014-06-17,253000,3,1.5,880,6600,1,"0","0","5",880,NA,1945,"Seattle"
"2702",2014-06-17,330000,3,2.5,3040,7232,2,"0","0","3",3040,NA,2003,"Auburn"
"2703",2014-06-17,554000,4,1,1120,7104,1.5,"0","0","3",1120,NA,1946,"Seattle"
"2704",2014-06-17,350000,3,2,1380,3600,3,"0","0","3",1380,NA,2013,"Seattle"
"2705",2014-06-17,294999,4,2.5,1660,9760,2,"0","0","3",1660,NA,1994,"Kent"
"2706",2014-06-17,1185001,3,2.75,2500,5568,2,"0","0","5",2500,NA,1905,"Seattle"
"2707",2014-06-17,752000,4,2.5,2940,10382,2,"0","0","4",2940,NA,1991,"Newcastle"
"2708",2014-06-17,451000,4,2.5,1670,3315,2,"0","0","3",1670,NA,2005,"Issaquah"
"2709",2014-06-17,725000,4,2.75,2630,7505,2,"0","0","3",2630,NA,1994,"Redmond"
"2710",2014-06-17,345000,4,2.75,2250,7412,1,"0","0","4",1480,770,1975,"Renton"
"2711",2014-06-17,206000,3,1,1320,7000,1,"0","0","4",1320,NA,1967,"Auburn"
"2712",2014-06-17,2027000,4,3.75,4100,22798,1.5,"0","3","5",2540,1560,1934,"Mercer Island"
"2713",2014-06-17,2475000,3,3.25,4340,4947,2,"0","3","3",3060,1280,1993,"Seattle"
"2714",2014-06-17,1728000,4,3,3700,20570,1,"0","0","4",1850,1850,1976,"Bellevue"
"2715",2014-06-17,580000,5,2,2700,10875,1,"0","0","4",1540,1160,1962,"Bellevue"
"2716",2014-06-17,430000,3,1,980,7200,1,"0","0","4",980,NA,1950,"Seattle"
"2717",2014-06-17,720000,4,2.5,2650,11520,2,"0","0","3",2110,540,1988,"Kirkland"
"2718",2014-06-17,824000,7,4.25,3670,4000,2,"0","1","3",2800,870,1964,"Seattle"
"2719",2014-06-17,936000,3,1.75,2960,12420,1,"0","2","4",1480,1480,1952,"Seattle"
"2720",2014-06-17,535000,4,2.75,3070,7201,2,"0","0","3",3070,NA,2006,"Renton"
"2721",2014-06-17,286800,3,2.5,1413,3600,2,"0","0","3",1413,NA,2011,"Kent"
"2722",2014-06-17,350000,2,2.5,1260,1347,3,"0","0","3",1260,NA,2005,"Seattle"
"2723",2014-06-17,345000,3,2.5,1680,2229,2,"0","0","3",1680,NA,2007,"Shoreline"
"2724",2014-06-17,435000,3,2.25,1230,1238,2,"0","0","3",1080,150,2009,"Seattle"
"2725",2014-06-17,1555000,3,3.5,4360,6240,2,"0","3","3",2960,1400,2008,"Seattle"
"2726",2014-06-17,1325000,4,4,4420,16526,2,"0","0","3",4420,NA,2013,"Sammamish"
"2727",2014-06-18,461000,3,3.25,2770,6278,2,"0","0","3",1980,790,2006,"Renton"
"2728",2014-06-18,770000,3,2.25,2910,10204,2,"0","0","3",2910,NA,1990,"Redmond"
"2729",2014-06-18,1384000,4,3.25,4290,12103,1,"0","3","3",2690,1600,1997,"Bellevue"
"2730",2014-06-18,330000,3,2.5,1600,26977,2,"0","0","3",1600,NA,2005,"Duvall"
"2731",2014-06-18,322500,4,2.5,1820,6753,2,"0","0","3",1820,NA,1994,"Maple Valley"
"2732",2014-06-18,1600000,6,5,6050,230652,2,"0","3","3",6050,NA,2001,"Fall City"
"2733",2014-06-18,475000,3,1.75,1700,8432,1,"0","0","3",1230,470,1977,"Seattle"
"2734",2014-06-18,250275,2,1,790,11234,1,"0","0","4",790,NA,1942,"Normandy Park"
"2735",2014-06-18,274500,3,2.25,1720,9000,1,"0","0","4",1320,400,1969,"Federal Way"
"2736",2014-06-18,284950,3,1,990,10723,1,"0","0","5",990,NA,1960,"Renton"
"2737",2014-06-18,264950,4,1.75,1770,9011,1,"0","0","5",1050,720,1983,"Covington"
"2738",2014-06-18,242000,3,2,1260,8092,1,"0","0","3",1260,NA,1986,"Maple Valley"
"2739",2014-06-18,913000,4,2.5,3640,10576,2,"0","0","3",3640,NA,1999,"Sammamish"
"2740",2014-06-18,555000,3,1.75,2040,6000,1,"0","0","5",1120,920,1958,"Seattle"
"2741",2014-06-18,711000,4,1.75,1980,10800,1,"0","0","5",990,990,1948,"Mercer Island"
"2742",2014-06-18,403500,5,2.5,3600,17300,1,"0","0","4",2410,1190,1968,"Normandy Park"
"2743",2014-06-18,975000,4,2.5,4270,43386,1,"0","0","3",2680,1590,1991,"Redmond"
"2744",2014-06-18,253779,4,2,2030,9600,1.5,"0","0","3",1430,600,1947,"SeaTac"
"2745",2014-06-18,384400,3,3.25,1689,1388,3,"0","0","3",1689,NA,2008,"Seattle"
"2746",2014-06-18,646000,5,2.75,2870,4461,1,"0","0","3",1650,1220,1976,"Seattle"
"2747",2014-06-18,415000,3,1.75,1270,4800,1,"0","0","3",1270,NA,1952,"Seattle"
"2748",2014-06-18,764000,4,2.5,2790,7938,2,"0","0","3",2790,NA,1997,"Sammamish"
"2749",2014-06-18,507000,5,3.25,3850,16249,2,"0","2","3",3030,820,2002,"Auburn"
"2750",2014-06-18,545500,3,2.5,1560,9361,1.5,"0","0","4",1360,200,1936,"Seattle"
"2751",2014-06-18,450000,3,1.75,1180,4080,1,"0","0","4",760,420,1928,"Seattle"
"2752",2014-06-18,264000,4,1.75,1820,8118,1,"0","0","4",1080,740,1980,"Kent"
"2753",2014-06-18,650000,5,1.75,1260,4500,1.5,"0","0","3",1260,NA,1926,"Seattle"
"2754",2014-06-18,365000,3,2.5,2640,6715,2,"0","0","3",1680,960,1991,"Renton"
"2755",2014-06-18,343566,2,1,1100,4200,1,"0","0","3",1100,NA,1954,"Seattle"
"2756",2014-06-18,375000,3,2.5,1950,6871,2,"0","0","3",1950,NA,1997,"Shoreline"
"2757",2014-06-18,295000,3,2,1380,8682,1,"0","0","4",1380,NA,1966,"Des Moines"
"2758",2014-06-18,325000,3,2.75,2200,7000,1,"0","0","4",1280,920,1977,"Renton"
"2759",2014-06-18,265000,4,1.5,2050,7100,1,"0","0","3",1050,1000,1963,"Auburn"
"2760",2014-06-18,562000,5,3,2795,15101,2,"0","0","3",2795,NA,1996,"Duvall"
"2761",2014-06-18,540000,4,2.5,2050,34222,2,"0","0","4",2050,NA,1989,"Woodinville"
"2762",2014-06-18,NA,4,3,6430,27517,2,"0","0","3",6430,NA,2001,"Bellevue"
"2763",2014-06-18,279950,5,1.75,2150,7171,1,"0","0","4",1460,690,1970,"Kent"
"2764",2014-06-18,540000,3,1.75,1970,8200,1,"0","0","5",1420,550,1963,"Shoreline"
"2765",2014-06-18,310000,4,2.5,2660,12672,1,"0","0","4",1740,920,1960,"Federal Way"
"2766",2014-06-18,190000,1,1,720,4800,1,"0","0","3",720,NA,1914,"Seattle"
"2767",2014-06-18,440000,4,2.5,2410,4780,2,"0","0","3",2410,NA,2000,"Snoqualmie"
"2768",2014-06-18,1400000,3,2,2020,5500,1.5,"0","3","3",1790,230,1937,"Seattle"
"2769",2014-06-18,230000,2,1,1080,9435,1,"0","0","3",1080,NA,1958,"Renton"
"2770",2014-06-18,455000,3,1.75,1180,14292,1,"0","0","3",1180,NA,1981,"North Bend"
"2771",2014-06-18,175000,2,1,660,5000,1,"0","0","3",660,NA,1915,"Seattle"
"2772",2014-06-18,650000,3,1.75,2920,9370,1,"0","0","4",1620,1300,1981,"Bellevue"
"2773",2014-06-18,3e+06,4,4.25,4850,12445,2,"1","4","5",3850,1000,1989,"Kirkland"
"2774",2014-06-18,192500,3,1,1080,8580,1.5,"0","0","3",1080,NA,1900,"Tukwila"
"2775",2014-06-18,239950,3,1.75,1670,6900,1,"0","0","3",1170,500,1978,"Federal Way"
"2776",2014-06-18,175000,6,1,1370,5080,1.5,"0","0","3",1120,250,1931,"Seattle"
"2777",2014-06-18,850000,5,3.5,3450,28324,1,"0","0","5",2350,1100,1972,"Kirkland"
"2778",2014-06-18,410000,4,2,1970,10500,1,"0","0","3",1820,150,1961,"Burien"
"2779",2014-06-18,570000,4,2.5,2290,6738,2,"0","0","3",2290,NA,1996,"Issaquah"
"2780",2014-06-18,469000,5,2.5,2240,7543,1,"0","0","3",1140,1100,1966,"Shoreline"
"2781",2014-06-18,559000,2,1,1240,6400,1,"0","1","4",1060,180,1938,"Seattle"
"2782",2014-06-18,739888,3,2.5,2420,43177,2,"0","4","4",1690,730,1989,"Sammamish"
"2783",2014-06-18,568450,5,3.5,3260,58806,2,"0","0","4",3260,NA,1969,"Kent"
"2784",2014-06-18,240000,2,1,670,10920,1,"0","0","3",670,NA,1942,"Seattle"
"2785",2014-06-18,574950,5,3.25,3160,10000,2,"0","0","4",3160,NA,1980,"Issaquah"
"2786",2014-06-18,180000,3,2.25,1990,6350,2,"0","0","3",1990,NA,1967,"Des Moines"
"2787",2014-06-18,1160000,4,3.5,4680,9700,2,"0","0","3",3360,1320,2005,"Bellevue"
"2788",2014-06-18,3e+05,3,2.5,1700,3575,2,"0","0","3",1700,NA,2000,"Seattle"
"2789",2014-06-18,630000,4,2.5,2807,9430,2,"0","0","3",2807,NA,1996,"Kenmore"
"2790",2014-06-18,507000,4,1.75,1770,9375,1,"0","0","4",1170,600,1968,"Redmond"
"2791",2014-06-18,287500,4,2.5,2570,9000,1,"0","0","4",1590,980,1979,"Federal Way"
"2792",2014-06-18,688000,3,3,3450,16200,2,"0","0","3",3450,NA,1983,"Sammamish"
"2793",2014-06-18,424000,3,2,1670,7700,1,"0","0","3",1170,500,1972,"Kirkland"
"2794",2014-06-18,4e+05,3,1.75,1050,6150,1.5,"0","0","4",950,100,1928,"Seattle"
"2795",2014-06-18,620000,4,2.5,1910,7683,2,"0","0","3",1910,NA,1987,"Issaquah"
"2796",2014-06-18,3e+05,3,1,910,7700,1,"0","0","4",910,NA,1971,"Kirkland"
"2797",2014-06-18,615000,5,2.25,2480,12070,2,"0","0","3",2480,NA,1978,"Sammamish"
"2798",2014-06-18,206000,2,1.5,1820,8867,2,"0","0","3",1820,NA,1921,"Tukwila"
"2799",2014-06-18,515500,4,2.5,2920,7700,2,"0","0","3",2920,NA,2003,"Duvall"
"2800",2014-06-18,554000,5,2.25,1870,11411,1,"0","0","4",1170,700,1961,"Lake Forest Park"
"2801",2014-06-18,825000,4,3.5,3810,9792,2,"0","0","3",3810,NA,1938,"Seattle"
"2802",2014-06-18,855000,4,2.25,2190,4080,2,"0","0","3",1800,390,1918,"Seattle"
"2803",2014-06-18,315000,3,2.5,1730,6368,2,"0","0","3",1730,NA,1993,"Maple Valley"
"2804",2014-06-18,299000,5,2.5,2220,9360,1,"0","0","4",1110,1110,1968,"Renton"
"2805",2014-06-18,650000,3,1.5,1320,8114,1,"0","0","3",1320,NA,1951,"Bellevue"
"2806",2014-06-18,465000,3,1.75,1510,4800,1,"0","2","3",860,650,1925,"Seattle"
"2807",2014-06-18,535000,3,2,2120,4080,2,"0","0","3",2120,NA,2003,"Redmond"
"2808",2014-06-18,564000,2,2,1690,4500,1,"0","0","3",1690,NA,2004,"Redmond"
"2809",2014-06-18,515000,3,3.5,1360,1419,2,"0","0","3",1040,320,2007,"Seattle"
"2810",2014-06-18,580000,4,2.5,3250,5000,2,"0","0","3",3250,NA,2008,"Renton"
"2811",2014-06-18,309000,3,2.25,1490,1294,2,"0","0","3",1220,270,2010,"Seattle"
"2812",2014-06-18,536751,3,1.75,1930,6360,1,"0","0","3",1930,NA,2013,"Snoqualmie"
"2813",2014-06-18,415000,4,2.5,2020,5501,2,"0","0","3",2020,NA,2010,"Renton"
"2814",2014-06-18,267000,3,2.25,1584,2800,2,"0","0","3",1584,NA,2012,"Auburn"
"2815",2014-06-18,820000,4,2.5,3170,8523,2,"0","0","3",3170,NA,2008,"Kirkland"
"2816",2014-06-18,1399950,4,2.75,3870,10046,2,"0","0","3",3870,NA,2005,"Kirkland"
"2817",2014-06-18,485000,2,2.5,1430,923,3,"0","0","3",1410,20,2008,"Seattle"
"2818",2014-06-18,482000,3,3.25,1380,1120,3,"0","0","3",1380,NA,2008,"Seattle"
"2819",2014-06-18,535000,4,2.5,2610,4595,2,"0","0","3",2610,NA,2008,"Kenmore"
"2820",2014-06-18,690000,3,3.25,1540,1428,3,"0","0","3",1540,NA,2013,"Seattle"
"2821",2014-06-19,576000,3,2.5,1940,9000,1,"0","0","4",970,970,1948,"Seattle"
"2822",2014-06-19,378750,3,2.5,2160,3000,1.5,"0","0","3",1260,900,1909,"Seattle"
"2823",2014-06-19,269900,4,1.75,1530,8750,1.5,"0","0","4",1530,NA,1968,"Renton"
"2824",2014-06-19,210000,3,2,1440,7210,1,"0","0","3",1440,NA,1983,"Auburn"
"2825",2014-06-19,429900,4,2.5,2640,8625,2,"0","0","3",2640,NA,1987,"Renton"
"2826",2014-06-19,1525000,4,3.25,3620,5131,2,"0","3","4",2350,1270,1927,"Seattle"
"2827",2014-06-19,360000,4,2.5,2850,4650,2,"0","0","3",2850,NA,2004,"Maple Valley"
"2828",2014-06-19,405000,2,1,1260,4377,1,"0","0","4",1260,NA,1947,"Seattle"
"2829",2014-06-19,450000,3,1.75,1610,11200,1,"0","0","3",1610,NA,1955,"Kirkland"
"2830",2014-06-19,703000,3,2,1360,5980,1.5,"0","0","3",1360,NA,1945,"Seattle"
"2831",2014-06-19,661000,4,2.5,2496,8058,2,"0","0","3",2496,NA,1998,"Redmond"
"2832",2014-06-19,580000,4,2.25,2160,9593,1,"0","0","3",2160,NA,1969,"Bellevue"
"2833",2014-06-19,464000,3,1,1320,3625,2,"0","0","3",1320,NA,1900,"Seattle"
